"UniqID"	"R_Id_db4"	"ID"	"TAXONID"	"Original_n"	"TYPE"	"TYPESOURCE"	"DATACOL_SO"	"CITATION"	"FILENAME"	"INSTNAME"	"INSTCODE"	"STORAGE"	"IDSOURCE"	"ACCENUMB"	"DONORNAME"	"DONORCODE"	"DONORNUMB"	"DUPLSITE"	"RIdentifie"	"FullAccept"	"FAMILY"	"GENUS"	"SPECIES"	"SPAUTHOR"	"RANK1"	"SUBTAXA"	"SUBTAUTHOR"	"TAXON"	"DETBY"	"COLLECTOR"	"COLLNUMB"	"COLLDATE"	"COLLDD"	"COLLMM"	"COLLYY"	"NAMECTY"	"ORIGCTY"	"ADM1"	"ADM2"	"ADM3"	"ADM4"	"COLLSITE"	"GEOREFMETH"	"COORD_SOUR"	"DECLATITUD"	"DECLONGITU"	"COORDDATUM"	"COORDUNCER"	"ELEVATION"	"SAMPSTAT"	"final_cult"	"HABITAT_TX"	"COLLSRC"	"REMARKS"	"NOTES"	"COMMENTS"	"ISSUES"	"key"	"fieldsWith"	"locNA"	"bbc_126"	"bbc_370"	"bbc_585"	"CNRM_126"	"CNRM_370"	"CNRM_585"	"IPSL_126"	"IPSL_370"	"IPSL_585"	"BBC_126_B12"	"BBC_370_B12"	"BBC_585_B12"	"IPSL_126_B12"	"IPSL_370_B12"	"IPSL_585_B12"	"CNRM_126_B12"	"CNRM_370_B12"	"CNRM_585_B12"
"GE_663332"	1231649	4620302	123875	"Lens nigricans (M.Bieb.) Webb & Berthel."	"G"	40	"NA"	"NA"	"DB2"	"Millennium Seed Bank Project, Seed Conservation Department, Royal Botanic Gardens, Kew, Wakehurst Place"	"GBR004"	"10"	"857097"	"857097"	"The Agricultural Research Institute (ARI) - Nicosia, Cyprus."	"NA"	"ARI01526"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"(M.Bieb.) Webb & Berthel."	"NA"	"NA"	"NA"	"Lens_nigricans"	"NA"	"The Agricultural Research Institute (ARI) - Nicosia, Cyprus."	"Trust 121"	"20140510"	"NA"	"NA"	"NA"	"Cyprus"	"CYP"	"NA"	"NA"	"NA"	"Nicosia District  Kalopanagiotis. Kalopanagiotis"	"Nicosia District  Kalopanagiotis. Kalopanagiotis"	"100"	"NA"	34.99333	32.83306	"NA"	"NA"	"680"	"110"	"NATURAL"	"NA"	"10"	"Available via SMTA"	"NA"	"NA"	"NA"	"Lens_nigricans_  32.83306000_ 34.99333000"	37	"FALSE"	14.8374996185	14.7958335876	14.8666667938	14.8416671753	14.6374998093	14.9333333969	14.8249998093	14.875	14.75	737	725	740	763	739	771	726	729	732
"GE_663334"	1231656	4620330	123875	"Lens nigricans (M.Bieb.) Webb & Berthel."	"G"	40	"NA"	"NA"	"DB2"	"Millennium Seed Bank Project, Seed Conservation Department, Royal Botanic Gardens, Kew, Wakehurst Place"	"GBR004"	"10"	"857466"	"857466"	"The Agricultural Research Institute (ARI) - Nicosia, Cyprus."	"NA"	"ARI01736"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"(M.Bieb.) Webb & Berthel."	"NA"	"NA"	"NA"	"Lens_nigricans"	"NA"	"The Agricultural Research Institute (ARI) - Nicosia, Cyprus."	"Trust 158"	"20150422"	"NA"	"NA"	"NA"	"Cyprus"	"CYP"	"NA"	"NA"	"NA"	"Larnaca District  Delikipos. Delikipos dum"	"Larnaca District  Delikipos. Delikipos dum"	"100"	"NA"	34.91028	33.35861	"NA"	"NA"	"285"	"110"	"NATURAL"	"NA"	"10"	"Available via SMTA"	"NA"	"NA"	"NA"	"Lens_nigricans_  33.35861000_ 34.91028000"	37	"FALSE"	19.7374992371	19.7000007629	19.7749996185	19.75	19.5750007629	19.8416671753	19.7208328247	19.7625007629	19.6583328247	491	474	485	498	481	506	478	480	482
"GE_663335"	1231650	4620363	123875	"Lens nigricans (M.Bieb.) Webb & Berthel."	"G"	40	"NA"	"NA"	"DB2"	"Millennium Seed Bank Project, Seed Conservation Department, Royal Botanic Gardens, Kew, Wakehurst Place"	"GBR004"	"10"	"857570"	"857570"	"The Agricultural Research Institute (ARI) - Nicosia, Cyprus."	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"(M.Bieb.) Webb & Berthel."	"NA"	"NA"	"NA"	"Lens_nigricans"	"NA"	"The Agricultural Research Institute (ARI) - Nicosia, Cyprus."	"Trust 169"	"20150427"	"NA"	"NA"	"NA"	"Cyprus"	"CYP"	"NA"	"NA"	"NA"	"Nicosia District  Adelfi forest. Road to Platanistassa, close to Gefyri Panagias"	"Nicosia District  Adelfi forest. Road to Platanistassa, close to Gefyri Panagias"	"100"	"NA"	35.01306	33.08139	"NA"	"NA"	"464"	"110"	"NATURAL"	"NA"	"10"	"Available via SMTA"	"NA"	"NA"	"NA"	"Lens_nigricans_  33.08139000_ 35.01306000"	36	"FALSE"	18.0499992371	18.0125007629	18.0833339691	18.0708332062	17.875	18.1541671753	18.0249996185	18.0791664124	17.9624996185	575	558	572	591	569	599	561	565	566
"GE_663337"	1231645	5712891	123875	"Lens nigricans (M.Bieb.) Webb & Berthel."	"G"	40	"NA"	"NA"	"DB2"	"Millennium Seed Bank Project, Seed Conservation Department, Royal Botanic Gardens, Kew, Wakehurst Place"	"GBR004"	"10"	"896430"	"896430"	"Spanish Institute for Agricultural and Food Research and Technology, INIA, Madrid, Spain."	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"(M.Bieb.) Webb & Berthel."	"NA"	"NA"	"NA"	"Lens_nigricans"	"NA"	"Spanish Institute for Agricultural and Food Research and Technology, INIA, Madrid, Spain."	"045-CS-16"	"20160615"	"NA"	"NA"	"NA"	"Spain"	"ESP"	"NA"	"NA"	"NA"	"Comunidad Valenciana Castellón Pina de Montalgrao. Track to antenna in Monte de Santa Barbara."	"Comunidad Valenciana Castellón Pina de Montalgrao. Track to antenna in Monte de Santa Barbara."	"100"	"NA"	40.02889	-0.62972	"WGS 84"	"NA"	"1379"	"110"	"NATURAL"	"NA"	"10"	"Available via SMTA"	"NA"	"NA"	"NA"	"Lens_nigricans_  -0.62972000_ 40.02889000"	37	"FALSE"	12.2166662216	12.5166664124	12.7208337784	12.375	12.2916669846	12.4416666031	12.5083332062	12.5500001907	12.4750003815	433	422	432	425	423	414	451	434	429
"GE_663338"	1231666	5713021	123875	"Lens nigricans (M.Bieb.) Webb & Berthel."	"G"	40	"NA"	"NA"	"DB2"	"Millennium Seed Bank Project, Seed Conservation Department, Royal Botanic Gardens, Kew, Wakehurst Place"	"GBR004"	"10"	"896474"	"896474"	"Spanish Institute for Agricultural and Food Research and Technology, INIA, Madrid, Spain."	"NA"	"INIA NC109609"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"(M.Bieb.) Webb & Berthel."	"NA"	"NA"	"NA"	"Lens_nigricans"	"NA"	"Spanish Institute for Agricultural and Food Research and Technology, INIA, Madrid, Spain."	"050-CS-16"	"20160616"	"NA"	"NA"	"NA"	"Spain"	"ESP"	"NA"	"NA"	"NA"	"Comunidad Valenciana Castellón El Toro. Corral de Botija."	"Comunidad Valenciana Castellón El Toro. Corral de Botija."	"100"	"NA"	39.91556	-0.80472	"WGS 84"	"NA"	"1462"	"110"	"NATURAL"	"NA"	"10"	"Available via SMTA"	"NA"	"NA"	"NA"	"Lens_nigricans_  -0.80472000_ 39.91556000"	38	"FALSE"	10.4499998093	10.7624998093	10.9708337784	10.6083335876	10.5166664124	10.6750001907	10.7208328247	10.7833337784	10.7250003815	526	512	524	515	514	503	544	524	518
"GE_663339"	1231286	6017494	123875	"Lens nigricans (M.Bieb.) Webb & Berthel."	"G"	40	"NA"	"NA"	"DB2"	"Millennium Seed Bank Project, Seed Conservation Department, Royal Botanic Gardens, Kew, Wakehurst Place"	"GBR004"	"10"	"952475"	"952475"	"Spanish Institute for Agricultural and Food Research and Technology, INIA, Madrid, Spain."	"NA"	"NA"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"(M.Bieb.) Webb & Berthel."	"NA"	"NA"	"NA"	"Lens_nigricans"	"NA"	"Spanish Institute for Agricultural and Food Research and Technology, INIA, Madrid, Spain."	"42"	"20170606"	"NA"	"NA"	"NA"	"Spain"	"ESP"	"NA"	"NA"	"NA"	"Almeria  Gérgal. Road AL-4404 towards the \Calar Alto\ Observatory, at the pine forest on the left, close to a dry stream."	"Almeria  Gérgal. Road AL-4404 towards the \Calar Alto\ Observatory, at the pine forest on the left, close to a dry stream."	"100"	"NA"	37.19472	-2.59972	"WGS 84"	"NA"	"1744"	"110"	"NATURAL"	"NA"	"10"	"Available via SMTA"	"NA"	"NA"	"NA"	"Lens_nigricans_  -2.59972000_ 37.19472000"	37	"FALSE"	11.9499998093	12.1291666031	12.3708333969	12.1083335876	12	12.1625003815	12.1583328247	12.1958332062	12.2083330154	542	552	538	518	522	507	540	534	526
"GE_663340"	1231394	6017518	123875	"Lens nigricans (M.Bieb.) Webb & Berthel."	"G"	40	"NA"	"NA"	"DB2"	"Millennium Seed Bank Project, Seed Conservation Department, Royal Botanic Gardens, Kew, Wakehurst Place"	"GBR004"	"10"	"952501"	"952501"	"Spanish Institute for Agricultural and Food Research and Technology, INIA, Madrid, Spain."	"NA"	"INIA NC110745"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"(M.Bieb.) Webb & Berthel."	"NA"	"NA"	"NA"	"Lens_nigricans"	"NA"	"Spanish Institute for Agricultural and Food Research and Technology, INIA, Madrid, Spain."	"50"	"20170605"	"NA"	"NA"	"NA"	"Spain"	"ESP"	"NA"	"NA"	"NA"	"Granada  Alfacar. Close to \La Alfagüara\ camping, in front of the parking and along the path to \Cueva del Agua\."	"Granada  Alfacar. Close to \La Alfagüara\ camping, in front of the parking and along the path to \Cueva del Agua\."	"100"	"NA"	37.25917	-3.53028	"WGS 84"	"NA"	"1436"	"110"	"NATURAL"	"NA"	"10"	"Available via SMTA"	"NA"	"NA"	"NA"	"Lens_nigricans_  -3.53028000_ 37.25917000"	38	"FALSE"	13.0749998093	13.2874994278	13.5291662216	13.2375001907	13.1708335876	13.3041667938	13.2416667938	13.2791671753	13.3041667938	541	550	528	512	519	497	541	531	528
"GE_663341"	1231414	6017473	123875	"Lens nigricans (M.Bieb.) Webb & Berthel."	"G"	40	"NA"	"NA"	"DB2"	"Millennium Seed Bank Project, Seed Conservation Department, Royal Botanic Gardens, Kew, Wakehurst Place"	"GBR004"	"10"	"952545"	"952545"	"Spanish Institute for Agricultural and Food Research and Technology, INIA, Madrid, Spain."	"NA"	"INIA NC110750"	"NA"	537607	"Lens nigricans (M. Bieb.) Godr."	"Fabaceae"	"Lens"	"nigricans"	"(M.Bieb.) Webb & Berthel."	"NA"	"NA"	"NA"	"Lens_nigricans"	"NA"	"Spanish Institute for Agricultural and Food Research and Technology, INIA, Madrid, Spain."	"57"	"20170605"	"NA"	"NA"	"NA"	"Spain"	"ESP"	"NA"	"NA"	"NA"	"Granada  Alfacar. Path that starts in \La Alfagüara\ camping."	"Granada  Alfacar. Path that starts in \La Alfagüara\ camping."	"100"	"NA"	37.26472	-3.53111	"WGS 84"	"NA"	"1369"	"110"	"NATURAL"	"NA"	"10"	"Available via SMTA"	"NA"	"NA"	"NA"	"Lens_nigricans_  -3.53111000_ 37.26472000"	38	"FALSE"	13.0749998093	13.2874994278	13.5291662216	13.2375001907	13.1708335876	13.3041667938	13.2416667938	13.2791671753	13.3041667938	541	550	528	512	519	497	541	531	528
"ID_6952333"	1231054	1701531907	5634168	"Lens culinaris subsp. orientalis (Boiss.) Ponert"	"D"	30	"GBIF"	"NA"	"DB1"	"W"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	539682	"Lens culinaris subsp. orientalis (Boiss.) Ponert"	"Fabaceae"	"Lens"	"culinaris"	"NA"	"SUBSPECIES"	"orientalis"	"NA"	"Lens_culinaris_orientalis"	"Dönmez,A.A. & Ugurlu,Z."	"NA"	"2013-0001762"	"20090705"	"5"	"7"	"2009"	"Turkey"	"TUR"	"NA"	"NA"	"NA"	"NA"	"A5 Sinop: Ayancik, Akgöl Inalti Ayancik yol ayrimi cevresi, 41°43'490''K, 034°34'952''D, 925 m."	"NA"	"NA"	41.72472	34.5825	"WGS84"	"NA"	"925"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Lens_culinaris_orientalis_34.5825_41.72472"	31	"FALSE"	8.49583339691	8.44166660309	8.63333320618	8.40416622162	8.20833301544	8.58333301544	8.41666698456	8.47083377838	8.29583358765	667	691	680	678	669	685	685	670	668
"ID_6952438"	1231051	1839034727	5634168	"Lens culinaris subsp. orientalis (Boiss.) Ponert"	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	539682	"Lens culinaris subsp. orientalis (Boiss.) Ponert"	"Fabaceae"	"Lens"	"orientalis"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_culinaris_orientalis"	"Willing,R. & Willing,E."	"NA"	"B 10 0733084"	"19910613"	"13"	"6"	"1991"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Fokídos, Parnassidhos, NW Ag. Triada"	"NA"	"NA"	38.523891	22.502781	"WGS84"	"NA"	"1100"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_culinaris_orientalis_22.502781_38.523891"	31	"FALSE"	11.4333333969	11.5458335876	11.75	11.5666666031	11.3916664124	11.6958332062	11.4624996185	11.5666666031	11.4125003815	796	795	747	788	773	791	790	774	782
"ID_6952535"	1231057	1563636105	5634168	"Lens culinaris subsp. orientalis (Boiss.) Ponert"	"D"	30	"GBIF"	"NA"	"DB1"	"ITAl001|USA0027"	"NA"	"NA"	"TU86-02-01"	"TU86-02-01"	"NA"	"NA"	"NA"	"NA"	539682	"Lens culinaris subsp. orientalis (Boiss.) Ponert"	"Fabaceae"	"Lens"	"culinaris"	"NA"	"SUBSPECIES"	"orientalis"	"NA"	"Lens_culinaris_orientalis"	"ITAl001|USA0027"	"NA"	"7840"	"19860702"	"2"	"7"	"1986"	"Turkey"	"TUR"	"NA"	"NA"	"NA"	"NA"	"17 km SE of Semdinli on road to Alan (1 km E of road junction to Kayalar), Hakkari Province"	"NA"	"NA"	37.266667	44.65	"WGS84"	"NA"	"1440"	"NA"	"NA"	"NA"	"NA"	"NA"	"Passport data from GRIN DB"	"NA"	"cdround,gass84"	"Lens_culinaris_orientalis_44.65_37.266667"	35	"FALSE"	11.9541664124	11.7208337784	12.0291662216	12.0124998093	11.7250003815	12.1499996185	11.9208335876	11.9499998093	11.9416666031	541	534	549	559	552	556	585	580	574
"ID_6952536"	1231056	1563599615	5634168	"Lens culinaris subsp. orientalis (Boiss.) Ponert"	"D"	30	"GBIF"	"NA"	"DB1"	"ITAl001|USA0027"	"NA"	"NA"	"TU86-09-04"	"TU86-09-04"	"NA"	"NA"	"NA"	"NA"	539682	"Lens culinaris subsp. orientalis (Boiss.) Ponert"	"Fabaceae"	"Lens"	"culinaris"	"NA"	"SUBSPECIES"	"orientalis"	"NA"	"Lens_culinaris_orientalis"	"ITAl001|USA0027"	"NA"	"120917"	"19860703"	"3"	"7"	"1986"	"Turkey"	"TUR"	"NA"	"NA"	"NA"	"NA"	"1.5 km SW of Cimenli on Hakkari-Cukurca road"	"NA"	"NA"	37.483333	43.633333	"WGS84"	"NA"	"1150"	"NA"	"NA"	"NA"	"NA"	"NA"	"Passport data from GRIN DB"	"NA"	"cdround,gass84"	"Lens_culinaris_orientalis_43.633333_37.483333"	35	"FALSE"	13.1000003815	12.8958330154	13.1791667938	13.1416664124	12.8416662216	13.2666664124	12.9916667938	13.0416669846	12.9749994278	693	687	703	728	714	735	761	749	744
"ID_6952602"	1231055	1304343559	5634168	"Lens culinaris subsp. orientalis (Boiss.) Ponert"	"D"	30	"GBIF"	"NA"	"DB1"	"Bioversity"	"ITA406"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	539682	"Lens culinaris subsp. orientalis (Boiss.) Ponert"	"Fabaceae"	"Lens"	"culinaris"	"NA"	"SUBSPECIES"	"orientalis"	"NA"	"Lens_culinaris_orientalis"	"Maesen, L.J.G. van der"	"NA"	"2817784"	"19750627"	"27"	"6"	"1975"	"Turkey"	"TUR"	"Gaziantep"	"Gaziantep"	"NA"	"NA"	"NA"	"NA"	"original"	37.1	37.2	"WGS84"	"NA"	"NA"	"NA"	"NA"	"Road side?"	"NA"	"Bioversity International"	"NA"	"NA"	"gass84"	"Lens_culinaris_orientalis_37.2_37.1"	36	"TRUE"	16.1875	16.1208324432	16.3666667938	16.2583332062	15.9708337784	16.3041667938	16.2041664124	16.2875003815	16.1541671753	549	541	558	576	561	606	578	582	585
"ID_6952604"	1231053	1300746578	5634168	"Lens culinaris subsp. orientalis (Boiss.) Ponert"	"D"	30	"GBIF"	"NA"	"DB1"	"BHAM_Maxted"	"GBR003"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	539682	"Lens culinaris subsp. orientalis (Boiss.) Ponert"	"Fabaceae"	"Lens"	"culinaris"	"NA"	"SUBSPECIES"	"orientalis"	"NA"	"Lens_culinaris_orientalis"	"Larina T."	"NA"	"444836"	"19740513"	"13"	"5"	"1974"	"Ukraine"	"UKR"	"NA"	"NA"	"NA"	"NA"	"Shirokoye sett., Chernaya river valley"	"NA"	"original"	44.483333	33.716667	"WGS84"	"NA"	"NA"	"NA"	"NA"	"in Juniper"	"NA"	"Coordinates do not match to country in source data. University of Birmingham"	"NA"	"NA"	"gass84"	"Lens_culinaris_orientalis_33.716667_44.483333"	35	"FALSE"	11.1958332062	11.0666666031	11.2666664124	10.8583335876	10.7333335876	11.125	10.8416671753	10.9791669846	10.6041669846	570	590	564	573	567	571	572	560	564
"ID_6952620"	1231052	1300746644	5634168	"Lens culinaris subsp. orientalis (Boiss.) Ponert"	"D"	30	"GBIF"	"NA"	"DB1"	"BHAM_Maxted"	"GBR003"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	539682	"Lens culinaris subsp. orientalis (Boiss.) Ponert"	"Fabaceae"	"Lens"	"culinaris"	"NA"	"SUBSPECIES"	"orientalis"	"NA"	"Lens_culinaris_orientalis"	"Rousina G."	"NA"	"444876"	"19640527"	"27"	"5"	"1964"	"Ukraine"	"UKR"	"NA"	"NA"	"NA"	"NA"	"Chernaya river valley, Bakhchisarai dist."	"NA"	"original"	44.65	33.7	"WGS84"	"NA"	"NA"	"NA"	"NA"	"open stony slope"	"NA"	"Coordinates do not match to country in source data. University of Birmingham"	"NA"	"NA"	"gass84"	"Lens_culinaris_orientalis_33.7_44.65"	35	"FALSE"	12.3416662216	12.2291669846	12.4499998093	12.0166664124	11.8874998093	12.2583332062	11.9958333969	12.1125001907	11.7583332062	498	514	493	499	496	497	500	490	491
"ID_6953003"	1231187	1839035471	5350011	"Lens ervoides Grande"	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537605	"Lens ervoides (Brign.) Grande"	"Fabaceae"	"Lens"	"ervoides"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_ervoides"	"Willing,R. & Willing,E."	"NA"	"B 10 0730010"	"20160520"	"20"	"5"	"2016"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Arta, SW Vourgareli"	"NA"	"NA"	39.301941	21.114441	"WGS84"	"NA"	"205"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_ervoides_21.114441_39.301941"	31	"FALSE"	16.1000003815	16.2958335876	16.5083332062	16.2666664124	16.0874996185	16.3708343506	16.1625003815	16.2416667938	16.0708332062	908	914	840	885	869	884	877	854	883
"ID_6953004"	1231177	1839035695	5350011	"Lens ervoides Grande"	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537605	"Lens ervoides (Brign.) Grande"	"Fabaceae"	"Lens"	"ervoides"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_ervoides"	"Willing,R. & Willing,E."	"NA"	"B 10 0730004"	"20160512"	"12"	"5"	"2016"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Lefkas, Lazarata"	"NA"	"NA"	38.779442	20.653891	"WGS84"	"NA"	"415"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_ervoides_20.653891_38.779442"	31	"FALSE"	15.3708333969	15.5	15.6625003815	15.4624996185	15.3041667938	15.5874996185	15.3833332062	15.4541664124	15.3249998093	981	982	905	942	933	950	951	927	956
"ID_6953005"	1231190	1839035767	5350011	"Lens ervoides Grande"	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537605	"Lens ervoides (Brign.) Grande"	"Fabaceae"	"Lens"	"ervoides"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_ervoides"	"Willing,R. & Willing,E."	"NA"	"B 10 0730008"	"20160520"	"20"	"5"	"2016"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Arta, SW Vourgareli"	"NA"	"NA"	39.321941	21.16222	"WGS84"	"NA"	"433"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_ervoides_21.16222_39.321941"	31	"FALSE"	15.5583333969	15.7624998093	15.9916667938	15.7375001907	15.5500001907	15.8458328247	15.625	15.7083330154	15.5416669846	905	913	838	884	867	882	873	852	881
"ID_6953006"	1231175	1839035746	5350011	"Lens ervoides Grande"	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537605	"Lens ervoides (Brign.) Grande"	"Fabaceae"	"Lens"	"ervoides"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_ervoides"	"Willing,R. & Willing,E."	"NA"	"B 10 0730022"	"20160516"	"16"	"5"	"2016"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Lefkas, S Hortata"	"NA"	"NA"	38.701672	20.606939	"WGS84"	"NA"	"565"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_ervoides_20.606939_38.701672"	31	"FALSE"	15.7333335876	15.8583335876	16	15.8291664124	15.6750001907	15.9499998093	15.7333335876	15.8208332062	15.6875	991	989	913	947	939	958	961	936	964
"ID_6953008"	1231195	1839035691	5350011	"Lens ervoides Grande"	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537605	"Lens ervoides (Brign.) Grande"	"Fabaceae"	"Lens"	"ervoides"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_ervoides"	"Willing,R. & Willing,E."	"NA"	"B 10 0730011"	"20160521"	"21"	"5"	"2016"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Arta, SW Tetrakomo"	"NA"	"NA"	39.331108	21.259171	"WGS84"	"NA"	"570"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_ervoides_21.259171_39.331108"	31	"FALSE"	14.2833328247	14.4833335876	14.7250003815	14.4458332062	14.2666664124	14.5583333969	14.3500003815	14.4208335876	14.2624998093	890	898	829	872	853	869	860	840	866
"ID_6953009"	1231191	1839035729	5350011	"Lens ervoides Grande"	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537605	"Lens ervoides (Brign.) Grande"	"Fabaceae"	"Lens"	"ervoides"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_ervoides"	"Willing,R. & Willing,E."	"NA"	"B 10 0730017"	"20160520"	"20"	"5"	"2016"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Arta, SW Vourgareli"	"NA"	"NA"	39.326111	21.16917	"WGS84"	"NA"	"345"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_ervoides_21.16917_39.326111"	31	"FALSE"	15.1416664124	15.3541669846	15.5666666031	15.3083333969	15.1291666031	15.4291667938	15.2083330154	15.2958335876	15.125	904	910	838	883	866	881	871	851	880
"ID_6953010"	1231183	1839035769	5350011	"Lens ervoides Grande"	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537605	"Lens ervoides (Brign.) Grande"	"Fabaceae"	"Lens"	"ervoides"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_ervoides"	"Willing,R. & Willing,E."	"NA"	"B 10 0730018"	"20160525"	"25"	"5"	"2016"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Ioannina, NO Analipsi"	"NA"	"NA"	39.758888	21.084721	"WGS84"	"NA"	"639"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_ervoides_21.084721_39.758888"	31	"FALSE"	12.5458335876	12.7666664124	13.0208330154	12.75	12.5583333969	12.8499994278	12.6374998093	12.7250003815	12.5541667938	912	925	851	886	869	882	869	849	878
"ID_6953011"	1231194	1839035539	5350011	"Lens ervoides Grande"	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537605	"Lens ervoides (Brign.) Grande"	"Fabaceae"	"Lens"	"ervoides"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_ervoides"	"Willing,R. & Willing,E."	"NA"	"B 10 0730020"	"20160519"	"19"	"5"	"2016"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Arta, S Athamani"	"NA"	"NA"	39.372219	21.23222	"WGS84"	"NA"	"838"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_ervoides_21.23222_39.372219"	31	"FALSE"	13.7875003815	14.0041666031	14.2208337784	13.9708328247	13.7791662216	14.0791664124	13.8541669846	13.9458332062	13.7833337784	906	917	843	887	869	884	874	854	882
"ID_6953012"	1231184	1839035681	5350011	"Lens ervoides Grande"	"D"	30	"GBIF"	"NA"	"DB1"	"B"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	537605	"Lens ervoides (Brign.) Grande"	"Fabaceae"	"Lens"	"ervoides"	"NA"	"SPECIES"	"NA"	"NA"	"Lens_ervoides"	"Willing,R. & Willing,E."	"NA"	"B 10 0730007"	"20160518"	"18"	"5"	"2016"	"Greece"	"GRC"	"NA"	"NA"	"NA"	"NA"	"Arta, N Anemorrachi"	"NA"	"NA"	39.339722	21.08861	"WGS84"	"NA"	"304"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"cdround,gass84"	"Lens_ervoides_21.08861_39.339722"	31	"FALSE"	15.4083337784	15.6041669846	15.8374996185	15.5833330154	15.3999996185	15.6916666031	15.4708337784	15.5708332062	15.3958330154	921	930	853	899	880	896	886	866	894
